[PIVOT 1] LOW @ Saturday 2025-05-24 07:35:00 AM | Price: 107650.00 | Swing: 0.63% | Bars: 179
[PIVOT 2] HIGH @ Saturday 2025-05-24 08:26:00 AM | Price: 108174.00 | Swing: 0.49% | Bars: 51
[PIVOT 3] LOW @ Saturday 2025-05-24 08:58:00 AM | Price: 107506.10 | Swing: 0.62% | Bars: 17
[PIVOT 4] HIGH @ Saturday 2025-05-24 12:11:00 PM | Price: 109454.50 | Swing: 1.81% | Bars: 216
[PIVOT 5] LOW @ Saturday 2025-05-24 02:16:00 PM | Price: 108510.00 | Swing: 0.86% | Bars: 104
[PIVOT 6] HIGH @ Saturday 2025-05-24 02:29:00 PM | Price: 108837.20 | Swing: 0.30% | Bars: 28
[PIVOT 7] LOW @ Saturday 2025-05-24 02:57:00 PM | Price: 108473.80 | Swing: 0.33% | Bars: 19
[PIVOT 8] HIGH @ Saturday 2025-05-24 04:08:00 PM | Price: 109174.70 | Swing: 0.65% | Bars: 88
[PIVOT 9] LOW @ Saturday 2025-05-24 05:30:00 PM | Price: 108624.70 | Swing: 0.50% | Bars: 63
[PIVOT 10] HIGH @ Saturday 2025-05-24 06:13:00 PM | Price: 109172.00 | Swing: 0.50% | Bars: 36
[PIVOT 11] LOW @ Saturday 2025-05-24 07:57:00 PM | Price: 108735.00 | Swing: 0.40% | Bars: 196
[PIVOT 12] HIGH @ Saturday 2025-05-24 09:39:00 PM | Price: 109090.70 | Swing: 0.33% | Bars: 27
[PIVOT 13] LOW @ Sunday 2025-05-25 12:08:00 AM | Price: 107574.50 | Swing: 1.39% | Bars: 128
[PIVOT 14] HIGH @ Sunday 2025-05-25 12:20:00 AM | Price: 108329.80 | Swing: 0.70% | Bars: 9
[PIVOT 15] LOW @ Sunday 2025-05-25 12:26:00 AM | Price: 107762.80 | Swing: 0.52% | Bars: 13
[PIVOT 16] HIGH @ Sunday 2025-05-25 12:36:00 AM | Price: 108131.00 | Swing: 0.34% | Bars: 8
[PIVOT 17] LOW @ Sunday 2025-05-25 12:46:00 AM | Price: 107434.50 | Swing: 0.64% | Bars: 13
[PIVOT 18] HIGH @ Sunday 2025-05-25 01:31:00 AM | Price: 108071.50 | Swing: 0.59% | Bars: 45
[PIVOT 19] LOW @ Sunday 2025-05-25 01:43:00 AM | Price: 107194.30 | Swing: 0.81% | Bars: 6
[PIVOT 20] HIGH @ Sunday 2025-05-25 01:48:00 AM | Price: 107572.70 | Swing: 0.35% | Bars: 14
[PIVOT 21] LOW @ Sunday 2025-05-25 02:15:00 AM | Price: 107118.10 | Swing: 0.42% | Bars: 18
[PIVOT 22] HIGH @ Sunday 2025-05-25 02:31:00 AM | Price: 107978.20 | Swing: 0.80% | Bars: 33
[PIVOT 23] LOW @ Sunday 2025-05-25 03:19:00 AM | Price: 107405.60 | Swing: 0.53% | Bars: 34
[PIVOT 24] HIGH @ Sunday 2025-05-25 06:07:00 AM | Price: 108249.70 | Swing: 0.79% | Bars: 230
[PIVOT 25] LOW @ Sunday 2025-05-25 10:20:00 AM | Price: 106832.80 | Swing: 1.31% | Bars: 190
[PIVOT 26] HIGH @ Sunday 2025-05-25 10:28:00 AM | Price: 107210.20 | Swing: 0.35% | Bars: 10
[PIVOT 27] LOW @ Sunday 2025-05-25 10:40:00 AM | Price: 106697.20 | Swing: 0.48% | Bars: 14
[PIVOT 28] HIGH @ Sunday 2025-05-25 11:50:00 AM | Price: 107395.20 | Swing: 0.65% | Bars: 62
[PIVOT 29] LOW @ Sunday 2025-05-25 12:03:00 PM | Price: 106774.10 | Swing: 0.58% | Bars: 36
[PIVOT 30] HIGH @ Sunday 2025-05-25 02:51:00 PM | Price: 107708.90 | Swing: 0.88% | Bars: 188
[PIVOT 31] LOW @ Sunday 2025-05-25 04:31:00 PM | Price: 106538.40 | Swing: 1.09% | Bars: 56
[PIVOT 32] HIGH @ Sunday 2025-05-25 04:41:00 PM | Price: 107210.80 | Swing: 0.63% | Bars: 21
[PIVOT 33] LOW @ Sunday 2025-05-25 05:25:00 PM | Price: 106606.60 | Swing: 0.56% | Bars: 44
[PIVOT 34] HIGH @ Sunday 2025-05-25 08:56:00 PM | Price: 107919.80 | Swing: 1.23% | Bars: 208
[PIVOT 35] LOW @ Sunday 2025-05-25 09:16:00 PM | Price: 107411.70 | Swing: 0.47% | Bars: 62
[PIVOT 36] HIGH @ Sunday 2025-05-25 10:14:00 PM | Price: 107899.90 | Swing: 0.45% | Bars: 16
[PIVOT 37] LOW @ Sunday 2025-05-25 10:31:00 PM | Price: 107106.50 | Swing: 0.74% | Bars: 24
[PIVOT 38] HIGH @ Sunday 2025-05-25 11:13:00 PM | Price: 108693.20 | Swing: 1.48% | Bars: 27
[PIVOT 39] LOW @ Sunday 2025-05-25 11:21:00 PM | Price: 108083.10 | Swing: 0.56% | Bars: 9
[PIVOT 40] HIGH @ Monday 2025-05-26 12:00:00 AM | Price: 109300.00 | Swing: 1.13% | Bars: 40
[PIVOT 41] LOW @ Monday 2025-05-26 12:28:00 AM | Price: 108524.10 | Swing: 0.71% | Bars: 38
[PIVOT 42] HIGH @ Monday 2025-05-26 01:16:00 AM | Price: 109070.40 | Swing: 0.50% | Bars: 46
