Rank,Score,Trading Mode,Direction,Take Profit,Stop Loss,Leverage,Timeframes,Detailed Timeframes,Total Trades,Win Rate %,Total PnL,Avg PnL,Max Drawdown %,Profit Factor,Sharpe Ratio,Final Capital
1,36570.96,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",53,54.7,9136.50,172.39,98.3,2.01,0.13,9236.50
2,20701.98,cascade,both,0.9,0.4,80,"1m(0.2%,L3,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",38,57.9,5169.57,136.04,94.5,1.73,0.12,5269.57
3,20701.98,cascade,both,0.9,0.4,80,"1m(0.2%,L3,B4,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",38,57.9,5169.57,136.04,94.5,1.73,0.12,5269.57
4,13009.57,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B2,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",51,52.9,3246.34,63.65,98.3,1.95,0.13,3346.34
5,8442.08,cascade,both,0.9,0.4,80,"1m(0.2%,L3,B1,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=1, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",40,55.0,2104.87,52.62,94.5,1.66,0.11,2204.87
6,8442.08,cascade,both,0.9,0.4,80,"1m(0.2%,L3,B2,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=2, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",40,55.0,2104.87,52.62,94.5,1.66,0.11,2204.87
7,7343.89,cascade,both,0.9,0.4,80,"1m(0.2%,L5,B4,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=5, minLegBars=4, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",45,53.3,1830.50,40.68,97.2,1.60,0.11,1930.50
8,6580.63,cascade,both,0.9,0.4,80,"1m(0.2%,L3,B5,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=3, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",36,55.6,1639.54,45.54,95.9,1.62,0.12,1739.54
9,5890.43,cascade,both,0.9,0.4,80,"1m(0.2%,L5,B5,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.2%, lookback=5, minLegBars=5, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",43,53.5,1467.11,34.12,97.2,1.62,0.11,1567.11
10,5776.05,cascade,both,0.9,0.4,80,"1m(0.1%,L1,B3,OF)+1h(0.4%,L4,B4,OF)+30m(0.1%,L4,B2,OF)","1m: swing=0.1%, lookback=1, minLegBars=3, opposite=false | 1h: swing=0.4%, lookback=4, minLegBars=4, opposite=false | 30m: swing=0.1%, lookback=4, minLegBars=2, opposite=false",48,52.1,1438.12,29.96,98.3,1.88,0.13,1538.12
